id,recid,sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,charge_severity
8327,0,Female,21,Less than 25,African-American,0,0,0,0,Unknown
8329,0,Male,23,Less than 25,African-American,0,0,0,0,Unknown
8330,0,Female,29,25 - 45,Caucasian,0,0,0,0,Unknown
8331,1,Male,38,25 - 45,African-American,0,0,0,19,High
8333,1,Male,38,25 - 45,African-American,0,0,0,19,High
8335,0,Male,29,25 - 45,Caucasian,0,0,0,0,Unknown
8337,1,Male,27,25 - 45,African-American,0,0,0,6,Middle
8339,0,Male,25,25 - 45,Caucasian,0,0,0,0,Middle
8343,0,Female,31,25 - 45,Caucasian,0,0,2,2,Middle
8344,0,Female,31,25 - 45,Caucasian,0,0,2,2,Middle
8345,0,Female,31,25 - 45,Caucasian,0,0,2,2,Middle
8346,0,Male,21,Less than 25,African-American,0,0,1,2,Unknown
8349,0,Male,41,25 - 45,African-American,0,0,0,0,Unknown
8353,1,Male,59,Greater than 45,African-American,0,0,0,8,High
8355,0,Male,61,Greater than 45,African-American,0,0,0,0,Unknown
8356,1,Female,33,25 - 45,African-American,0,0,0,6,Middle
8357,0,Male,39,25 - 45,African-American,0,0,0,0,Unknown
8359,1,Male,27,25 - 45,African-American,0,0,0,6,Middle
8361,0,Male,53,Greater than 45,Caucasian,0,0,0,2,Unknown
8363,0,Female,31,25 - 45,Caucasian,0,0,0,1,Unknown
8365,0,Male,29,25 - 45,African-American,0,0,0,3,Unknown
8369,1,Male,21,Less than 25,African-American,0,0,11,2,Unknown
8370,1,Male,21,Less than 25,African-American,0,0,11,2,Unknown
8371,1,Male,21,Less than 25,African-American,0,0,11,2,Unknown
8372,0,Female,24,Less than 25,Caucasian,0,0,1,2,Unknown
8375,1,Male,23,Less than 25,Caucasian,0,0,1,7,Unknown
8379,1,Male,45,Greater than 45,African-American,0,0,0,13,High
8381,1,Male,34,25 - 45,African-American,0,1,0,6,Unknown
8382,1,Male,34,25 - 45,African-American,0,1,0,6,Unknown
8383,0,Female,40,25 - 45,Caucasian,0,0,0,5,Unknown
8385,0,Female,40,25 - 45,Caucasian,0,0,0,5,Unknown
8387,0,Male,39,25 - 45,African-American,0,0,0,3,Unknown
8389,1,Female,26,25 - 45,African-American,0,0,0,5,Middle
8391,0,Female,26,25 - 45,Caucasian,0,0,0,0,Unknown
8395,0,Male,21,Less than 25,African-American,0,0,0,1,Middle
8396,0,Male,21,Less than 25,African-American,0,0,0,1,Middle
8397,0,Male,23,Less than 25,African-American,0,0,0,0,Middle
8398,0,Male,34,25 - 45,Hispanic,0,0,0,0,Unknown
8401,0,Male,23,Less than 25,African-American,0,0,0,3,Middle
8405,0,Male,23,Less than 25,African-American,0,0,0,3,Middle
8407,0,Male,32,25 - 45,Caucasian,0,0,0,4,Unknown
8408,0,Male,24,Less than 25,African-American,0,0,0,1,Middle
8409,0,Male,24,Less than 25,African-American,0,0,0,1,Middle
8411,1,Female,37,25 - 45,Caucasian,0,0,0,7,High
8413,0,Female,21,Less than 25,African-American,0,0,0,1,High
8415,0,Male,42,25 - 45,Caucasian,0,0,0,2,Unknown
8417,1,Male,23,Less than 25,Other,0,2,0,7,Middle
8421,0,Male,24,Less than 25,African-American,1,0,0,2,Middle
8422,0,Male,24,Less than 25,Caucasian,0,0,0,2,Unknown
8423,0,Male,25,25 - 45,African-American,0,0,0,1,Unknown
8424,0,Male,25,25 - 45,African-American,0,0,0,1,Unknown
8427,0,Male,33,25 - 45,African-American,0,0,0,1,Middle
8431,1,Male,28,25 - 45,Caucasian,0,0,0,9,Unknown
8433,1,Male,28,25 - 45,Caucasian,0,0,0,9,Unknown
8434,1,Male,28,25 - 45,Caucasian,0,0,0,9,Unknown
8435,1,Male,28,25 - 45,Caucasian,0,0,0,9,Unknown
8437,0,Male,26,25 - 45,Caucasian,0,0,0,3,Unknown
8439,0,Male,45,Greater than 45,Caucasian,0,0,0,4,Unknown
8441,0,Male,26,25 - 45,Caucasian,0,0,0,1,Unknown
8443,0,Male,21,Less than 25,Hispanic,0,0,0,0,High
8447,0,Male,46,Greater than 45,Caucasian,0,0,0,0,Middle
8448,0,Male,28,25 - 45,Caucasian,0,0,0,1,Unknown
8449,0,Female,38,25 - 45,Caucasian,0,0,0,1,Middle
8450,0,Female,38,25 - 45,Caucasian,0,0,0,1,Middle
8453,0,Female,44,25 - 45,Caucasian,0,0,0,0,Unknown
8457,0,Male,24,Less than 25,Caucasian,0,0,0,0,Unknown
8459,0,Male,26,25 - 45,African-American,0,0,0,3,Unknown
8460,0,Female,38,25 - 45,African-American,0,0,0,0,Unknown
8461,0,Female,62,Greater than 45,Caucasian,0,0,0,2,Unknown
8463,1,Male,27,25 - 45,African-American,0,0,0,7,Low
8465,1,Male,27,25 - 45,African-American,0,0,0,7,Low
8467,1,Male,27,25 - 45,African-American,0,0,0,7,Low
8469,1,Male,48,Greater than 45,African-American,0,0,0,6,Unknown
8473,0,Female,31,25 - 45,Caucasian,0,0,0,2,High
8474,0,Female,31,25 - 45,Caucasian,0,0,0,2,High
8475,1,Male,28,25 - 45,African-American,0,0,0,5,High
8476,1,Male,28,25 - 45,African-American,0,0,0,5,High
8479,0,Female,21,Less than 25,African-American,0,0,0,1,Unknown
8483,1,Male,25,25 - 45,Caucasian,0,0,1,6,Middle
8485,1,Male,27,25 - 45,African-American,0,0,0,8,Middle
8486,1,Male,27,25 - 45,African-American,0,0,0,8,Middle
8487,1,Male,27,25 - 45,African-American,0,0,0,8,Middle
8489,0,Male,33,25 - 45,Hispanic,0,0,0,0,Unknown
8491,0,Male,25,25 - 45,African-American,0,0,0,1,Unknown
8493,0,Male,21,Less than 25,African-American,0,0,0,0,Middle
8495,1,Male,50,Greater than 45,Caucasian,0,0,0,26,Middle
8499,1,Male,28,25 - 45,African-American,0,1,0,10,Middle
8500,1,Male,28,25 - 45,African-American,0,1,0,10,Middle
8501,1,Male,28,25 - 45,African-American,0,1,0,10,Middle
8502,0,Male,20,Less than 25,African-American,0,1,0,2,Middle
8505,0,Male,20,Less than 25,African-American,0,1,0,2,Middle
8509,1,Male,31,25 - 45,African-American,5,0,0,10,High
8511,0,Female,57,Greater than 45,African-American,0,0,0,0,Unknown
8512,0,Male,25,25 - 45,African-American,0,0,0,0,Unknown
8513,1,Male,22,Less than 25,African-American,0,4,0,7,High
8515,1,Male,22,Less than 25,African-American,0,4,0,7,High
8517,0,Male,31,25 - 45,African-American,0,0,0,3,Middle
8519,1,Male,41,25 - 45,Caucasian,0,0,0,11,Unknown
8521,1,Male,43,25 - 45,African-American,0,0,0,7,Unknown
8525,1,Male,23,Less than 25,African-American,0,1,0,5,Unknown
8526,0,Male,40,25 - 45,African-American,0,0,0,1,Unknown
8527,0,Male,20,Less than 25,African-American,0,0,0,0,Middle
8528,0,Male,35,25 - 45,African-American,0,0,0,2,Unknown
8531,1,Male,27,25 - 45,Caucasian,0,0,1,18,Middle
8535,0,Male,37,25 - 45,Hispanic,0,0,0,1,Middle
8537,0,Male,37,25 - 45,Hispanic,0,0,0,1,Middle
8538,0,Female,38,25 - 45,African-American,0,0,0,3,Middle
8539,0,Female,38,25 - 45,African-American,0,0,0,3,Middle
8541,0,Male,21,Less than 25,Caucasian,0,0,0,0,High
8543,0,Male,27,25 - 45,Caucasian,0,0,0,0,Unknown
8545,1,Male,53,Greater than 45,African-American,0,0,0,6,Middle
8547,1,Male,53,Greater than 45,African-American,0,0,0,6,Middle
8551,0,Male,45,Greater than 45,African-American,0,0,0,0,Unknown
8552,0,Male,27,25 - 45,African-American,1,0,0,2,Middle
8553,0,Male,27,25 - 45,African-American,1,0,0,2,Middle
8554,0,Male,27,25 - 45,African-American,1,0,0,2,Middle
8557,0,Male,22,Less than 25,Other,0,0,0,0,High
8561,1,Male,29,25 - 45,African-American,0,0,0,5,Middle
8563,0,Male,38,25 - 45,African-American,0,0,0,1,Unknown
8564,0,Female,54,Greater than 45,Caucasian,0,0,0,2,Unknown
8565,0,Male,26,25 - 45,African-American,0,0,0,1,High
8567,1,Male,37,25 - 45,African-American,1,8,5,23,High
8569,1,Male,37,25 - 45,African-American,1,8,5,23,High
8571,1,Male,36,25 - 45,African-American,0,2,1,25,High
8573,1,Male,36,25 - 45,African-American,0,2,1,25,High
8577,0,Male,22,Less than 25,African-American,0,0,0,1,Unknown
8578,0,Male,22,Less than 25,African-American,0,0,0,1,Unknown
8579,0,Male,49,Greater than 45,African-American,0,0,0,1,Unknown
8580,0,Male,20,Less than 25,Caucasian,0,0,1,0,Unknown
8583,0,Female,26,25 - 45,African-American,0,0,0,2,Unknown
8587,1,Male,26,25 - 45,Hispanic,0,0,1,9,Middle
8589,0,Male,22,Less than 25,Hispanic,0,0,0,1,Unknown
8590,1,Male,40,25 - 45,Caucasian,1,0,0,9,Unknown
8591,1,Male,29,25 - 45,Caucasian,0,0,1,8,Unknown
8593,1,Male,21,Less than 25,African-American,1,0,0,7,High
8595,0,Male,25,25 - 45,Caucasian,0,0,0,4,Unknown
8597,0,Male,22,Less than 25,Other,0,0,0,0,Middle
8599,0,Male,33,25 - 45,Caucasian,0,0,0,0,Unknown
8603,0,Male,35,25 - 45,African-American,0,0,0,1,Unknown
8604,0,Male,57,Greater than 45,Caucasian,0,0,0,0,Unknown
8605,0,Male,27,25 - 45,African-American,0,0,0,3,Unknown
8606,0,Male,37,25 - 45,Hispanic,0,0,0,3,Middle
8609,1,Male,36,25 - 45,African-American,1,0,0,26,Middle
8613,0,Male,50,Greater than 45,Caucasian,0,0,0,1,Unknown
8615,0,Male,24,Less than 25,African-American,0,0,0,1,Unknown
8616,0,Male,38,25 - 45,African-American,0,0,0,0,Unknown
8617,0,Male,38,25 - 45,African-American,0,0,0,0,Unknown
8619,0,Male,38,25 - 45,African-American,0,0,0,0,Unknown
8621,1,Male,54,Greater than 45,African-American,0,0,0,11,Unknown
8623,1,Male,27,25 - 45,African-American,0,4,4,9,High
8625,1,Male,27,25 - 45,African-American,0,4,4,9,High
8629,0,Female,39,25 - 45,Caucasian,0,0,0,1,Unknown
8630,0,Male,34,25 - 45,Other,0,0,0,1,Middle
8631,0,Male,34,25 - 45,Other,0,0,0,1,Middle
8632,0,Male,34,25 - 45,Other,0,0,0,1,Middle
8635,0,Male,23,Less than 25,Other,0,0,0,0,Middle
8639,1,Female,36,25 - 45,African-American,0,0,0,5,Middle
8641,0,Female,27,25 - 45,African-American,0,0,0,4,Unknown
8642,0,Male,33,25 - 45,Hispanic,0,0,0,1,Unknown
8643,0,Male,45,Greater than 45,African-American,0,0,0,0,Middle
8645,0,Male,27,25 - 45,Caucasian,0,0,0,0,Unknown
8647,0,Male,31,25 - 45,African-American,0,0,0,0,Unknown
8649,0,Male,39,25 - 45,Hispanic,0,0,0,1,Unknown
8651,0,Male,20,Less than 25,African-American,1,0,0,1,High
8655,1,Male,24,Less than 25,Caucasian,0,0,0,8,Middle
8656,0,Male,23,Less than 25,Other,0,0,0,0,Unknown
8657,0,Female,37,25 - 45,Caucasian,0,0,0,2,Middle
8658,0,Male,25,25 - 45,African-American,0,0,0,0,Middle
8661,0,Male,29,25 - 45,Hispanic,0,0,0,0,Unknown
8665,0,Male,42,25 - 45,Caucasian,0,0,0,2,Unknown
8667,0,Male,42,25 - 45,Caucasian,0,0,0,2,Unknown
8668,0,Male,42,25 - 45,Caucasian,0,0,0,2,Unknown
8669,0,Male,29,25 - 45,Caucasian,0,0,0,0,Unknown
8671,0,Male,37,25 - 45,African-American,0,0,0,0,Middle
8673,0,Male,46,Greater than 45,Caucasian,0,0,0,2,Unknown
8675,1,Female,56,Greater than 45,Caucasian,0,0,0,10,Middle
8677,1,Female,56,Greater than 45,Caucasian,0,0,0,10,Middle
8681,1,Female,56,Greater than 45,Caucasian,0,0,0,10,Middle
8682,0,Female,28,25 - 45,African-American,0,0,0,0,Unknown
8683,0,Male,36,25 - 45,African-American,0,0,0,3,Unknown
8684,0,Male,23,Less than 25,African-American,0,0,0,0,Middle
8687,0,Female,23,Less than 25,African-American,0,0,0,1,Middle
8691,0,Male,25,25 - 45,African-American,0,0,0,0,High
8693,0,Male,24,Less than 25,African-American,0,0,0,1,Middle
8694,0,Male,24,Less than 25,African-American,0,0,0,1,Middle
8695,1,Male,35,25 - 45,African-American,0,0,0,27,Unknown
8697,0,Male,72,Greater than 45,Caucasian,0,0,0,0,Unknown
8699,0,Male,21,Less than 25,Hispanic,0,0,0,0,Unknown
8701,0,Male,24,Less than 25,Caucasian,0,0,0,2,High
8703,0,Male,43,25 - 45,African-American,0,0,0,0,Unknown
8707,0,Male,32,25 - 45,African-American,0,0,0,0,Unknown
8708,0,Male,27,25 - 45,African-American,0,0,0,0,Unknown
8709,0,Male,46,Greater than 45,African-American,0,0,0,3,Unknown
8710,0,Male,26,25 - 45,Caucasian,0,0,0,0,Unknown
8713,0,Male,23,Less than 25,African-American,0,0,0,0,Middle
8717,0,Female,53,Greater than 45,Caucasian,0,0,0,0,Unknown
8719,1,Male,25,25 - 45,African-American,1,0,0,4,Unknown
8720,0,Male,28,25 - 45,African-American,0,0,0,0,Unknown
8721,0,Male,32,25 - 45,Caucasian,0,0,0,0,Unknown
8723,0,Male,31,25 - 45,Other,0,0,0,0,Unknown
8725,0,Male,33,25 - 45,Caucasian,0,0,0,3,High
8727,0,Female,35,25 - 45,African-American,0,0,0,1,Unknown
8729,0,Male,30,25 - 45,African-American,0,0,0,3,Unknown
8733,1,Male,50,Greater than 45,Hispanic,0,0,0,9,High
8734,1,Male,50,Greater than 45,Hispanic,0,0,0,9,High
8735,1,Male,50,Greater than 45,Hispanic,0,0,0,9,High
8736,0,Male,28,25 - 45,African-American,0,0,0,0,Unknown
8739,1,Male,19,Less than 25,African-American,2,1,1,3,High
8743,1,Male,19,Less than 25,African-American,2,1,1,3,High
8745,0,Male,23,Less than 25,Other,0,0,0,2,Unknown
8746,0,Male,23,Less than 25,Other,0,0,0,2,Unknown
8747,0,Male,23,Less than 25,Other,0,0,0,2,Unknown
8749,0,Male,24,Less than 25,African-American,0,0,1,3,High
8751,0,Male,50,Greater than 45,Caucasian,0,0,0,2,Unknown
8753,1,Female,27,25 - 45,Caucasian,0,0,0,13,Unknown
8755,1,Male,23,Less than 25,African-American,2,0,1,4,Unknown
8759,0,Male,31,25 - 45,African-American,0,0,0,0,Unknown
8760,0,Female,28,25 - 45,Caucasian,0,0,0,0,Middle
8761,0,Female,28,25 - 45,Caucasian,0,0,0,0,Middle
8762,0,Female,28,25 - 45,Caucasian,0,0,0,0,Middle
8765,0,Male,36,25 - 45,Caucasian,0,0,0,2,Unknown
8769,1,Male,29,25 - 45,African-American,0,0,0,5,Unknown
8771,0,Male,54,Greater than 45,Caucasian,0,0,0,5,Unknown
8772,0,Male,21,Less than 25,Caucasian,0,0,0,0,Middle
8773,0,Male,21,Less than 25,Caucasian,0,0,0,0,Middle
8775,0,Male,21,Less than 25,Caucasian,0,0,0,0,Middle
8777,0,Male,24,Less than 25,Other,0,0,0,0,Middle
8779,0,Male,24,Less than 25,Other,0,0,0,0,Middle
8781,0,Male,31,25 - 45,Caucasian,0,0,0,3,High
8785,1,Male,24,Less than 25,Caucasian,0,0,0,10,Unknown
8786,1,Male,24,Less than 25,Caucasian,0,0,0,10,Unknown
8787,1,Male,24,Less than 25,Caucasian,0,0,0,10,Unknown
8788,0,Male,28,25 - 45,Caucasian,0,0,0,0,Unknown
8791,0,Male,75,Greater than 45,Caucasian,0,0,0,1,High
8795,1,Male,28,25 - 45,African-American,0,0,0,7,High
8797,0,Male,30,25 - 45,Caucasian,0,0,0,0,Unknown
8798,1,Female,36,25 - 45,African-American,0,1,0,5,Unknown
8799,1,Female,32,25 - 45,African-American,0,0,0,11,Unknown
8801,1,Male,44,25 - 45,African-American,0,0,0,7,Unknown
8803,0,Male,25,25 - 45,African-American,0,0,0,1,High
8805,1,Female,30,25 - 45,African-American,0,0,0,15,Middle
8807,1,Male,28,25 - 45,Caucasian,0,1,0,9,Unknown
8811,1,Male,28,25 - 45,Caucasian,0,1,0,9,Unknown
8812,1,Male,58,Greater than 45,African-American,0,0,0,17,Unknown
8813,1,Female,32,25 - 45,African-American,0,0,0,5,Unknown
8814,1,Female,32,25 - 45,African-American,0,0,0,5,Unknown
8817,0,Male,27,25 - 45,African-American,0,0,0,0,Middle
8821,0,Female,23,Less than 25,Caucasian,0,0,1,0,Unknown
8823,0,Female,39,25 - 45,Other,0,0,0,0,Unknown
8824,0,Male,36,25 - 45,African-American,0,0,0,4,Unknown
8825,1,Male,36,25 - 45,Other,0,0,0,8,Unknown
8827,0,Female,25,25 - 45,Caucasian,0,0,0,0,Unknown
8829,0,Male,26,25 - 45,Caucasian,0,0,0,1,Unknown
8831,0,Male,31,25 - 45,Caucasian,0,0,0,5,Middle
8833,0,Male,30,25 - 45,Caucasian,0,0,0,0,Middle
8837,1,Male,25,25 - 45,African-American,0,0,0,9,Unknown
8838,1,Male,25,25 - 45,African-American,0,0,0,9,Unknown
8839,1,Male,52,Greater than 45,Hispanic,0,0,0,5,High
8840,0,Female,31,25 - 45,Caucasian,0,0,0,0,Unknown
8843,0,Female,22,Less than 25,Caucasian,0,0,0,2,Middle
8847,0,Male,37,25 - 45,African-American,0,0,0,4,Unknown
8849,0,Male,58,Greater than 45,Caucasian,0,0,0,1,Middle
8850,0,Female,28,25 - 45,African-American,0,0,0,0,Unknown
8851,0,Male,34,25 - 45,Caucasian,0,0,0,3,Middle
8853,0,Male,34,25 - 45,Caucasian,0,0,0,3,Middle
8855,0,Male,32,25 - 45,Caucasian,0,0,0,1,High
8857,0,Male,30,25 - 45,Hispanic,0,0,0,0,Unknown
8859,0,Male,29,25 - 45,African-American,0,0,0,0,Middle
8863,0,Male,24,Less than 25,African-American,0,0,0,0,Unknown
8864,1,Male,38,25 - 45,African-American,1,0,0,8,Unknown
8865,1,Male,52,Greater than 45,Caucasian,0,0,0,7,Unknown
8866,0,Female,23,Less than 25,African-American,0,0,0,0,Unknown
8869,0,Male,56,Greater than 45,African-American,0,0,0,3,Middle
8873,0,Male,56,Greater than 45,African-American,0,0,0,3,Middle
8875,1,Male,46,Greater than 45,Caucasian,0,0,0,7,High
8876,1,Male,46,Greater than 45,Caucasian,0,0,0,7,High
8877,0,Male,57,Greater than 45,Caucasian,0,0,0,0,Unknown
8879,0,Male,38,25 - 45,Caucasian,0,0,0,5,Middle
8881,0,Male,47,Greater than 45,Caucasian,0,0,0,3,Unknown
8883,0,Male,32,25 - 45,Caucasian,0,0,0,0,Unknown
8885,0,Male,32,25 - 45,African-American,0,0,0,0,Unknown
8889,0,Female,35,25 - 45,African-American,0,0,0,0,High
8890,0,Male,20,Less than 25,Caucasian,0,0,0,0,Middle
8891,0,Male,20,Less than 25,Caucasian,0,0,0,0,Middle
8892,0,Male,20,Less than 25,Caucasian,0,0,0,0,Middle
8895,0,Male,21,Less than 25,Caucasian,0,0,1,0,Unknown
8899,0,Male,55,Greater than 45,Hispanic,0,0,0,2,Unknown
8901,0,Male,23,Less than 25,African-American,0,0,0,4,Unknown
8902,0,Male,23,Less than 25,African-American,0,0,0,4,Unknown
8903,0,Female,30,25 - 45,Caucasian,0,0,0,5,Unknown
8905,0,Male,26,25 - 45,African-American,0,0,0,0,High
8907,0,Female,27,25 - 45,Other,0,0,0,0,Unknown
8909,0,Male,26,25 - 45,African-American,0,0,0,1,Unknown
8911,0,Male,27,25 - 45,African-American,0,0,0,1,Unknown
8915,1,Male,52,Greater than 45,Caucasian,0,0,0,16,Middle
8916,1,Male,52,Greater than 45,Caucasian,0,0,0,16,Middle
8917,1,Male,52,Greater than 45,Caucasian,0,0,0,16,Middle
8918,1,Male,52,Greater than 45,Caucasian,0,0,0,16,Middle
8921,0,Male,37,25 - 45,African-American,0,0,0,3,High
8925,0,Male,45,Greater than 45,African-American,0,0,0,0,Unknown
8927,0,Male,23,Less than 25,African-American,0,0,0,1,Unknown
8928,0,Male,23,Less than 25,African-American,0,0,0,1,Unknown
8929,0,Female,36,25 - 45,Caucasian,0,0,0,3,High
8931,0,Female,36,25 - 45,Caucasian,0,0,0,3,High
8933,0,Male,21,Less than 25,Hispanic,0,0,0,0,Unknown
8935,1,Male,20,Less than 25,Other,0,2,1,3,Middle
8937,1,Male,20,Less than 25,Other,0,2,1,3,Middle
8941,0,Female,53,Greater than 45,Caucasian,0,0,0,4,Unknown
8942,0,Male,69,Greater than 45,African-American,0,0,0,3,Unknown
8943,0,Male,28,25 - 45,African-American,0,0,0,0,Unknown
8944,1,Male,27,25 - 45,African-American,0,1,0,11,Unknown
8947,1,Male,27,25 - 45,African-American,0,1,0,11,Unknown
8951,0,Male,38,25 - 45,African-American,0,0,0,4,Middle
8953,0,Female,19,Less than 25,African-American,0,0,0,1,High
8954,0,Male,53,Greater than 45,African-American,0,0,0,0,Unknown
8955,0,Male,65,Greater than 45,Caucasian,0,0,0,0,Unknown
8957,0,Male,34,25 - 45,African-American,0,0,0,0,Middle
8959,1,Male,37,25 - 45,Caucasian,0,0,0,7,High
8961,0,Male,21,Less than 25,African-American,0,0,1,1,Unknown
8963,0,Male,21,Less than 25,African-American,0,0,0,0,Middle
8967,0,Female,26,25 - 45,African-American,0,0,0,0,Unknown
8968,0,Female,26,25 - 45,African-American,0,0,0,0,Unknown
8969,0,Male,56,Greater than 45,Caucasian,0,0,0,3,Unknown
8970,0,Male,27,25 - 45,African-American,0,0,0,2,Middle
8973,0,Male,44,25 - 45,African-American,0,0,0,0,Unknown
8977,0,Male,23,Less than 25,African-American,0,0,0,0,Unknown
8979,1,Male,25,25 - 45,African-American,0,1,0,9,Unknown
8980,1,Male,38,25 - 45,Other,0,0,0,8,Unknown
8981,0,Female,23,Less than 25,African-American,0,0,0,2,High
8983,1,Male,32,25 - 45,African-American,0,0,0,8,Middle
8985,1,Male,32,25 - 45,African-American,0,0,0,8,Middle
8987,0,Female,36,25 - 45,African-American,0,0,0,2,Unknown
8989,0,Male,31,25 - 45,Hispanic,0,0,0,2,Unknown
8993,1,Female,41,25 - 45,Caucasian,0,0,0,7,Unknown
8994,0,Female,39,25 - 45,Other,0,0,0,0,Unknown
8995,0,Male,21,Less than 25,African-American,0,0,0,1,Middle
8996,0,Male,21,Less than 25,African-American,0,0,0,1,Middle
8999,0,Male,21,Less than 25,African-American,0,0,0,1,Middle
9003,1,Male,28,25 - 45,African-American,0,0,0,9,Unknown
9005,0,Male,22,Less than 25,African-American,0,0,0,0,Unknown
9006,0,Male,31,25 - 45,African-American,0,0,0,2,Unknown
9007,0,Male,31,25 - 45,African-American,0,0,0,2,Unknown
9009,0,Male,27,25 - 45,African-American,0,0,0,0,Unknown
9011,0,Male,22,Less than 25,African-American,0,0,0,2,Middle
9013,0,Male,49,Greater than 45,African-American,0,0,0,0,Unknown
9015,0,Male,59,Greater than 45,Caucasian,0,0,0,2,Unknown
9019,0,Female,33,25 - 45,African-American,0,0,0,0,High
9020,0,Female,33,25 - 45,African-American,0,0,0,0,High
9021,1,Male,39,25 - 45,Caucasian,0,0,0,21,Unknown
9022,1,Male,39,25 - 45,Caucasian,0,0,0,21,Unknown
9025,0,Male,25,25 - 45,Caucasian,0,0,0,5,Middle
9029,1,Male,36,25 - 45,African-American,3,0,2,19,High
9031,0,Female,43,25 - 45,Caucasian,0,0,0,3,Middle
9032,0,Female,43,25 - 45,Caucasian,0,0,0,3,Middle
9033,1,Male,56,Greater than 45,Caucasian,0,0,0,9,Middle
9035,1,Male,56,Greater than 45,Caucasian,0,0,0,9,Middle
9037,0,Male,50,Greater than 45,African-American,0,0,0,2,Middle
9039,0,Male,50,Greater than 45,African-American,0,0,0,2,Middle
9041,0,Female,54,Greater than 45,Caucasian,0,0,0,1,Unknown
9045,0,Male,23,Less than 25,African-American,0,0,0,0,Unknown
9046,0,Male,23,Less than 25,African-American,0,0,0,0,Unknown
9047,0,Male,23,Less than 25,African-American,0,0,0,0,Unknown
9048,0,Male,23,Less than 25,African-American,0,0,0,0,Unknown
9051,0,Male,20,Less than 25,African-American,0,0,0,1,Middle
9055,0,Female,36,25 - 45,African-American,0,0,0,3,Middle
9057,0,Male,56,Greater than 45,African-American,0,0,0,0,Unknown
9058,1,Male,25,25 - 45,African-American,0,0,0,28,Middle
9059,1,Male,25,25 - 45,African-American,0,0,0,28,Middle
9061,1,Male,25,25 - 45,African-American,0,0,0,28,Middle
9063,1,Male,25,25 - 45,African-American,0,0,0,28,Middle
9065,0,Male,25,25 - 45,African-American,1,0,0,2,Middle
9067,0,Male,25,25 - 45,African-American,1,0,0,2,Middle
9071,0,Male,48,Greater than 45,African-American,0,0,0,4,Unknown
9072,0,Male,48,Greater than 45,African-American,0,0,0,4,Unknown
9073,1,Male,34,25 - 45,African-American,1,0,0,21,Middle
9074,0,Male,28,25 - 45,Caucasian,0,0,0,0,Unknown
9077,0,Male,55,Greater than 45,Caucasian,0,0,0,2,Unknown
9081,0,Female,24,Less than 25,African-American,0,0,0,4,High
9083,0,Female,24,Less than 25,African-American,0,0,0,4,High
9084,0,Female,24,Less than 25,African-American,0,0,0,4,High
9085,0,Female,25,25 - 45,Caucasian,0,0,0,0,High
9087,0,Female,25,25 - 45,Caucasian,0,0,0,0,High
9089,1,Male,37,25 - 45,African-American,0,0,0,20,Middle
9091,1,Male,37,25 - 45,African-American,0,0,0,20,Middle
9093,0,Male,20,Less than 25,Caucasian,0,0,0,0,Unknown
9097,0,Male,24,Less than 25,African-American,0,0,0,1,Middle
9098,0,Male,24,Less than 25,African-American,0,0,0,1,Middle
9099,0,Male,48,Greater than 45,African-American,0,0,0,0,Unknown
9100,1,Male,25,25 - 45,African-American,1,2,0,9,High
9103,1,Male,25,25 - 45,African-American,1,2,0,9,High
9107,0,Male,35,25 - 45,African-American,0,0,0,1,Unknown
9109,0,Male,21,Less than 25,African-American,0,0,0,1,High
9110,0,Male,21,Less than 25,African-American,0,0,0,1,High
9111,0,Male,21,Less than 25,African-American,0,0,0,1,High
9113,0,Male,42,25 - 45,Caucasian,0,0,0,0,Unknown
9115,0,Female,21,Less than 25,African-American,0,0,0,0,High
9117,0,Female,21,Less than 25,African-American,0,0,0,0,High
9119,0,Female,21,Less than 25,African-American,0,0,0,0,High
9123,1,Male,39,25 - 45,African-American,0,1,0,15,Unknown
9124,1,Male,39,25 - 45,African-American,0,1,0,15,Unknown
9125,0,Male,22,Less than 25,African-American,0,0,0,0,Unknown
9126,0,Male,25,25 - 45,Hispanic,0,0,0,0,Unknown
9129,0,Female,27,25 - 45,Caucasian,0,0,0,0,High
9133,0,Male,28,25 - 45,African-American,0,0,0,4,Unknown
9135,0,Male,26,25 - 45,African-American,0,0,0,0,Unknown
9136,0,Male,23,Less than 25,Other,0,0,0,0,Middle
9137,0,Male,23,Less than 25,Other,0,0,0,0,Middle
9139,1,Male,34,25 - 45,African-American,0,0,0,14,Unknown
9141,0,Male,22,Less than 25,African-American,0,0,0,3,Unknown
9143,0,Male,40,25 - 45,African-American,0,0,0,1,Unknown
9145,0,Male,30,25 - 45,Other,0,0,0,5,Middle
9149,0,Male,57,Greater than 45,Caucasian,0,0,0,1,Unknown
9150,0,Male,22,Less than 25,African-American,0,0,1,0,High
9151,0,Male,22,Less than 25,African-American,0,0,1,0,High
9152,1,Female,36,25 - 45,African-American,0,0,0,6,Unknown
9155,0,Male,33,25 - 45,Caucasian,0,0,0,1,Unknown
9159,1,Male,24,Less than 25,African-American,0,0,0,7,High
9161,1,Male,28,25 - 45,Other,0,0,0,10,Unknown
9162,0,Male,20,Less than 25,Caucasian,0,0,0,0,Unknown
9163,0,Male,35,25 - 45,Caucasian,0,0,0,2,Unknown
9165,0,Male,39,25 - 45,Hispanic,0,0,0,0,Unknown
9167,0,Male,53,Greater than 45,Hispanic,0,0,0,1,High
